identifiant,commemore,adresse_complete,precision_adresse,empty,xy.lon,xy.lat
744.0,Auguste MAUCLERC,"45, avenue Ernest Reyer 75014 Paris",,75014.0,2.323714,48.822531
447.0,Michel TAGRINE,"17, rue du Faubourg du Temple 75010 Paris",,75010.0,2.365955,48.86841
1025.0,COMITE CLANDESTIN DE LIBERATION,"14, rue des Annelets 75019 Paris",,75019.0,2.389402,48.877524
837.0,Léon CHARBONNEL,"3, rue Paul Valéry 75016 Paris",,75016.0,2.291142,48.869262
867.0,Pierre REBIERE,"59, rue chardon- Lagache 75016 Paris",,75016.0,2.264607,48.842457
1055.0,Roger MERCIER,"26, rue Alphonse Karr 75019 Paris",,75019.0,2.379524,48.895595
797.0,Albert HEREMBERT,"1, rue Corbon 75015 Paris",,75015.0,2.30296,48.836155
1030.0,Marie-charles DEMOULIN,"227, ave Jean Jaures Commissariat Villette 75019 Paris",,75019.0,2.394285,48.889433
1039.0,Serge GRIVILLIERS,"16, rue de Nantes 75019 Paris",,75019.0,2.382293,48.891787
960.0,PATRIOTE,"49, rue Ordener 75018 Paris",,75018.0,2.352296,48.890959
993.0,Eleves de ces ecoles morts en déportation parce que nés juifs,Collège Yvonne Le Tac 7 rue Yvonne Le Tac 75018 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75018.0,2.340647,48.884025
1139.0,Raymond LUAUTE,"86, rue de Bagnolet 75020 Paris",,75020.0,2.401521,48.858749
265.0,Félix BURLOT,"Quai d'Orsay, face à  l'Assemblée Nationale 75007 Paris",,75007.0,2.320805,48.86134
204.0,Mouvement DEFENSE DE LA FRANCE,"68, rue Bonaparte 75006 Paris",,75006.0,2.332889,48.851829
747.0,MEMORIAL,"2, place Ferdinand Brunot Mairie du XIVeme 75014 Paris",escalier d'honneur,75014.0,2.326839,48.832991
195.0,Jean ARNOULD,Sur le mur extérieur du jardin du Luxembourg côté boulevard Saint-Michel 75006 Paris,"(en face du 73, de l'autre côté de la grille)",75006.0,2.341032,48.847978
690.0,Jean STEPHAN,Métro Porte d'Ivry 75013 Paris,,75013.0,2.370718,48.820835
83.0,Eleves de ces ecoles morts en déportation parce que nés juifs,3 rue béranger 75003 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75003.0,2.364379,48.864819
184.0,Eleves de ces ecoles morts en déportation parce que nés juifs,21 rue de Pontoise 75005 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75005.0,2.351258,48.848742
479.0,Marcel André BERTHELOT,34 rue de la Folie Regnault 75011 Paris,,75011.0,2.387456,48.858453
1179.0,Eleves de ces ecoles morts en déportation parce que nés juifs,13 rue Breguet,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75020.0,2.399134,48.872738
264.0,Claude BILLAND,"Quai d'Orsay, face à  l'Assemblée Nationale 75007 Paris",,75007.0,2.320805,48.86134
229.0,Jean LAVAUD,"55, rue d'Assas/angle rue Guynemer 75006 Paris",,75006.0,2.332234,48.845114
931.0,Jacques COSTELLA,"71 bis, rue Philippe de Girard 75018 Paris",,75018.0,2.360817,48.887203
427.0,Lieutenant-colonel Yves MASIEE,"78, rue du Chà¢teau-d'Eau 75010 Paris",,75010.0,2.354704,48.872825
1137.0,François LE BIHAN,"8, rue Louis Ganne 75020 Paris",,75020.0,2.410471,48.863408
1138.0,Henry LOUVIGNY,"63, boulevard Mortier 75020 Paris",,75020.0,2.408702,48.868219
548.0,Eleves de ces ecoles morts en déportation parce que nés juifs,77 bld de belleville 75011 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75011.0,2.377427,48.87128
368.0,Eleves de ces ecoles morts en déportation parce que nés juifs,21 rue Milton 75009 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75009.0,2.34117,48.878679
570.0,"Marcel, Kervella HAUVILLE","45, rue de Lyon 75012 Paris",,75012.0,2.370583,48.849382
638.0,Charles DEHAN,"159, rue du Chà¢teau-des-Rentiers 75013 Paris",,75013.0,2.362975,48.829834
853.0,Roger LAMBERT,"161, avenue de Malakoff 75016 Paris",,75016.0,2.283405,48.876569
963.0,Joseph ROQUE,"81, rue Riquet 75018 Paris",,75018.0,2.360569,48.890086
928.0,Jean CAUDRELIER,"31, boulevard Barbès 75018 Paris",,75018.0,2.349338,48.886878
17.0,Marcel LINDNER,"43, rue de Rivoli 75001 Paris",,75001.0,2.347738,48.85855
111.0,A Côté Du Monument Rhin Et Danube QUAI DES CéLESTINS,,,75004.0,2.355582,48.851745
401.0,Raymond-simon DURAND,"138, rue La Fayette 75010 Paris",,75010.0,2.354509,48.878544
1011.0,Eleves de ces ecoles morts en déportation parce que nés juifs,5 rue de Torcy 75018 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75018.0,2.364809,48.891091
172.0,Miklos RADNOTI,"16, rue Cujas 75005 Paris",,75005.0,2.342368,48.847908
272.0,Roger CONNAN,"46, rue du Bac 75007 Paris",,75007.0,2.326393,48.856468
411.0,GUERRE 1939-1945,Gare de l'Est Départ grandes lignes 75010 Paris,,75010.0,2.35764,48.878422
849.0,Lycée JANSON DE SAILLY,"106,rue de la Pompe Lycée Janson de Sailly 75016 Paris",,75016.0,2.279442,48.86555
728.0,Raoul DAGUET,"208, avenue du Maine 75014 Paris",,75014.0,2.325752,48.829933
183.0,Eleves de ces ecoles morts en déportation parce que nés juifs,19 rue des Boulangers 75005 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75005.0,2.352982,48.845861
1070.0,TRAIN ALLEMAND,rue Manin 75019 Paris,,75019.0,2.385879,48.882477
650.0,20 rue esquirol,75013 Paris,,75013.0,2.368694,48.831473
268.0,Pierre BROSSOLETTE,"123, rue de Grenelle 75007 Paris",,75007.0,2.316648,48.857692
10.0,G. FONTAINE,Place de la Concorde 75001 Paris,(côté rue de Rivoli),75001.0,2.343103,48.862862
141.0,Eleves de ces ecoles morts en déportation parce que nés juifs,12 Impasse Guéménée 75004 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75004.0,2.36591,48.854518
952.0,Adrien LEGRAND,"2, rue de Chartres 75018 Paris",,75018.0,2.35554,48.884406
750.0,MEMORIAL,rue de la sante Angle rue Jean Dolent/ 75014 Paris,prison de la sante,75014.0,2.338657,48.833603
827.0,Jacques ARTHUYS,"72, avenue Victor-Hugo 75016 Paris",,75016.0,2.286,48.870085
7.0,COMITE LOCAL DE LIBERATION du 1er arrondissement,"4, place du Louvre 75001 Paris",Mairie du 1er arrondissement (Annexe),75001.0,2.341061,48.860079
1119.0,Lieutenant-colonel DUMONT JULES,"6-8, rue Louis Ganne 75020 Paris",,75020.0,2.410471,48.863408
161.0,Stanislas FUMET,"15, rue Linné 75005 Paris",,75005.0,2.354601,48.844705
1188.0,Eleves de ces ecoles morts en déportation parce que nés juifs,10 rue de Ménilmontant 75020 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75020.0,2.384184,48.86725
1206.0,Eleves de ces ecoles morts en déportation parce que nés juifs,166 rue pelleport 75020 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75020.0,2.397987,48.873377
649.0,Square Gustave Mesureur PLACE PINEL,75013 Paris,,75013.0,2.368694,48.831473
1126.0,Maurice GURFINKIEL,"45, rue de la Réunion 75020 Paris",,75020.0,2.401655,48.854925
1014.0,Eleves de ces ecoles morts en déportation parce que nés juifs,77 rue du Mont Cenis 75018 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75018.0,2.343961,48.892069
682.0,Léon Maurice NORDMANN,Rue L.M. Nordmann 75013 Paris,Poste face à  l'hôpital,75013.0,2.343446,48.833777
1046.0,Ernest KOPP,"104, Rue d'Aubervilliers Pompes funèbres 75019 Paris",,75019.0,2.368512,48.890243
930.0,Fernand CLEMITZ,"4, rue du Pôle Nord 75018 Paris",,75018.0,2.338848,48.893906
99.0,Charles BARDON,"27, rue François Miron 75004 Paris",,75004.0,2.357659,48.855581
298.0,A à€ G MEMORIAL 1939-1945,"116, rue de Grenelle Mairie du VIIème arrondissement 75007 Paris",Hall d'entrée,75007.0,2.320027,48.856871
243.0,PRISON DU CHERCHE-MIDI,"Face au 35, rue du Cherche-Midi 75006 Paris",(Capitaine de corvette d'Estiennes d'Orves),75006.0,2.327126,48.849928
474.0,Eleves de ces ecoles morts en déportation parce que nés juifs,Stèle square Villemin 75010 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75010.0,2.362265,48.876217
606.0,Eleves de ces ecoles morts en déportation parce que nés juifs,40 rue diderot 75012 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75012.0,2.377305,48.846104
840.0,Charles DELESTRAINT,"35, boulevard Murat 75016 Paris",,75016.0,2.25744,48.844661
499.0,Emile De GORTER,"Face au 13, rue Lacharrière 75011 Paris",,75011.0,2.378512,48.862262
806.0,Charles MICHELS,"36 bis, rue des Entrepreneurs 75015 Paris",,75015.0,2.285755,48.846442
578.0,LIBERATION DE PARIS,"3, rue Villiot 75012 Paris",,75012.0,2.375017,48.841472
472.0,Eleves de ces ecoles morts en déportation parce que nés juifs,49bis rue Louis-Blanc 75010 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75010.0,2.362401,48.882464
855.0,Georges MANDEL,place du Trocadéro 75016 Paris,,75016.0,2.282278,48.862507
765.0,Eleves de ces ecoles morts en déportation parce que nés juifs,87 boulevard arago 75014 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75014.0,2.335732,48.834351
496.0,Maurice GARDETTE,square maurice Gardette 75011 Paris,,75011.0,2.382382,48.860873
223.0,HOTEL LUTETIA,boulevard Raspail 75006 Paris,Hôtel Lutetia,75006.0,2.32832,48.846377
370.0,Eleves de ces ecoles morts en déportation parce que nés juifs,5 rue Milton 75009 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75009.0,2.340561,48.877344
764.0,Eleves de ces ecoles morts en déportation parce que nés juifs,7 rue asseline 75014 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75014.0,2.322692,48.835088
310.0,André PRADAT,"42, rue de Bourgogne 75007 Paris",,75007.0,2.317288,48.857119
173.0,Guy ROUZAUD,"78, rue Claude Bernard 75005 Paris",,75005.0,2.345404,48.840648
70.0,Antoine LUITAUD,"9, rue de Beauce 75003 Paris",,75003.0,2.361344,48.863093
187.0,Eleves de ces ecoles morts en déportation parce que nés juifs,14 rue victor cousin 75005 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75005.0,2.342074,48.847424
553.0,Eleves de ces ecoles morts en déportation parce que nés juifs,38 rue Trousseau 75011 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75011.0,2.379033,48.851917
568.0,Colonne Commandée Par Le Capitaine Dronne DRONNE,pont d'austerlitz 75012 Paris,republicains espagnols,75012.0,2.370578,48.846983
73.0,Raoul NAUDET,"142, rue du Temple 75003 Paris",,75003.0,2.358858,48.863912
573.0,Marcel JEULIN,89/93 avenue du général Bizot 75012 Paris,,75012.0,2.403883,48.838187
1024.0,Marcel COLIN,"4, rue du Plateau 75019 Paris",,75019.0,2.385216,48.878013
654.0,ENFANTS D'IZIEU,Place des 44 enfants d'Izieu 75013 Paris,,75013.0,2.35628,48.82155
453.0,Lieutenant-colonel Jean VERINES,Place de la République 75010 Paris,Caserne (cour interieure),75010.0,2.362972,48.868185
517.0,Henri RIBIERE,"5 bis, rue de l'Asile Popincourt 75011 Paris",,75011.0,2.374159,48.859816
134.0,André PERRIN,Parvis Notre-Dame 75004 Paris,Mur Hôtel-Dieu (près de la porte d'entrée),75004.0,2.348216,48.853519
440.0,RESISTANCE,Gare du Nord cour des départs 75010 Paris,,75010.0,2.352342,48.872505
413.0,GUERRE 1939-1945,Gare de l'Est Départ grandes lignes 75010 Paris,,75010.0,2.35764,48.878422
400.0,René DUPONT,"63, boulevard de Magenta 75010 Paris",,75010.0,2.357679,48.874229
881.0,Eleves de ces ecoles morts en déportation parce que nés juifs,rue de Chernoviz et rue de Passy 75016 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75016.0,2.281784,48.857333
1196.0,Eleves de ces ecoles morts en déportation parce que nés juifs,,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75020.0,2.355582,48.851745
922.0,BOMBARDEMENT ALLEMAND),"170, boulevard Ney Entree hopital Bichat 75018 Paris",,75018.0,2.33285,48.897819
139.0,Eleves de ces ecoles morts en déportation parce que nés juifs,32 rue François Miron 75004 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75004.0,2.356643,48.855706
228.0,Joseph LAHUEC,"11, place Saint-Michel 75006 Paris",,75006.0,2.343531,48.8533
793.0,EN MEMOIRE DU COMBAT LIVRE...,"135, rue de la Convention [groupe du colonel Fabien] 75015 Paris",,75015.0,2.290558,48.840003
758.0,Raymond Et Aubouet TARDIF,156 rue Raymond Losserand 75014 Paris,,75014.0,2.311266,48.830544
211.0,Robert FAILLE,"64, rue Monsieur le Prince 75006 Paris",(place Edmond Rostand),75006.0,2.340869,48.847784
276.0,Félix EBOUE,"27, rue Oudinot 75007 Paris","(Ministère des DOM-TOM, cour intérieure)",75007.0,2.315788,48.849581
546.0,Eleves de ces ecoles morts en déportation parce que nés juifs,100 avenue de la republique 75011 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75011.0,2.382744,48.86356
802.0,Réseau MARC FRANCE,"5, rue Edmond Roger 75015 Paris",,75015.0,2.290406,48.845432
1182.0,Eleves de ces ecoles morts en déportation parce que nés juifs,99 rue des pyrénées 75020 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75020.0,2.405215,48.855158
795.0,Charles EVRARD,"56, rue de la Fédération 75015 Paris",,75015.0,2.295106,48.853476
1069.0,Lucien SAMPAIX,"24, rue des Bois 75019 Paris",,75019.0,2.39851,48.878243
383.0,BOURSE DU TRAVAIL,"3, rue du Chà¢teau d'Eau 75010 Paris",,75010.0,2.362091,48.869044
1183.0,Eleves de ces ecoles morts en déportation parce que nés juifs,15 rue du Sorbier,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75020.0,2.392293,48.866319
1060.0,Marcelle MOSSINO,"28, rue des Alouettes 75019 Paris",,75019.0,2.385772,48.877924
1191.0,Eleves de ces ecoles morts en déportation parce que nés juifs,20 rue des Cendriers 75020 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75020.0,2.386874,48.865535
408.0,Deux FRANCAIS INCONNUS,Gare de l'Est Départ grandes lignes 75010 Paris,(façade),75010.0,2.35764,48.878422
200.0,Pierre BOUNIN,"62-64, boulevard Saint-Michel 75006 Paris",,75006.0,2.339091,48.844578
72.0,Raymond MUNIER,"170, rue du Temple 75003 Paris",,75003.0,2.36175,48.866448
449.0,Georges TOMPOUSKY,"16, rue du Paradis 75010 Paris",,75010.0,2.353805,48.874752
1203.0,Eleves de ces ecoles morts en déportation parce que nés juifs,31 rue des maraichers 75020 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75020.0,2.407179,48.850983
804.0,MEMORIAL 1939-1945,Avenue de la Porte de Sèvres 75015 Paris,Mémorial des 143 fusillés,75015.0,2.277948,48.835391
896.0,Guy MOQUET,"34, rue Baron 75017 Paris",,75017.0,2.323593,48.895563
332.0,LAMBERT Pierre,161 boulevard haussmann 75008 Paris,,75008.0,2.308818,48.874864
1012.0,Eleves de ces ecoles morts en déportation parce que nés juifs,7 rue de Torcy 75018 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75018.0,2.3648,48.891125
625.0,Eleves de ces ecoles morts en déportation parce que nés juifs,4 rue Bignon 75012 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75012.0,2.388511,48.840428
151.0,Pierre ALVISET,"6, boulevard Saint-Marcel 75005 Paris",,75005.0,2.361098,48.839942
612.0,Eleves de ces ecoles morts en déportation parce que nés juifs,18 rue de la Brèche aux Loups 75012 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75012.0,2.394084,48.837456
407.0,30 FRANCAIS,Gare du Nord 75010 Paris,,75010.0,2.355447,48.881211
607.0,Eleves de ces ecoles morts en déportation parce que nés juifs,315 rue de charenton 75012 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75012.0,2.395135,48.833639
456.0,Eleves de ces ecoles morts en déportation parce que nés juifs,144 rue de la roquette 75010 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75010.0,2.355071,48.878691
740.0,Rene LE BAIL,"145, rue d'Alesia 75014 Paris",,75014.0,2.320624,48.829917
972.0,Eleves de ces ecoles morts en déportation parce que nés juifs,15 rue houdon 75018 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75018.0,2.338446,48.883221
508.0,Serge MONTALBETTI,"26, rue du Faubourg du Temple 75011 Paris",,75011.0,2.366692,48.868504
935.0,DEPORTES JUIFS,"1, place Jules Joffrin Mairie du XVIIIeme 75018 Paris",,75018.0,2.344681,48.892304
13.0,Pierre LAIGLE,Place de la Concorde 75001 Paris,(côté rue de Rivoli),75001.0,2.343103,48.862862
155.0,Adjudant-chef BERGER,"1, rue Boutebrie 75005 Paris",,75005.0,2.344864,48.851636
782.0,Raymond BURGARD,"16, blvd Pasteur lycee Buffon 75015 Paris","(Hall d'entrée du gymnase Burgard,sur un mur rez de l'accueil)",75015.0,2.311712,48.843458
286.0,Hubert De LAGARDE,"7, quai Voltaire 75007 Paris",,75007.0,2.332191,48.858467
25.0,RESEAU SAINT-JACQUES,"8,place Vendôme 75001 Paris",,75001.0,2.329588,48.866724
1017.0,Eleves de ces ecoles morts en déportation parce que nés juifs,Collège 16 rue Coysevox 75018 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75018.0,2.329814,48.89161
29.0,General Antoine ZDROJEWSKI,"25, rue de Richelieu 75001 Paris",,75001.0,2.336306,48.864781
192.0,Eleves de ces ecoles morts en déportation parce que nés juifs,250bis rue Saint-Jacques 75005 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75005.0,2.341605,48.843588
354.0,Pierre DEJEAN,"66, rue de la Chaussée d'Antin 75009 Paris",,75009.0,2.332189,48.875719
476.0,Arthur BELVEZET,Hall du Commissariat de police 75011 Paris,"12 â€“ 14 passage Charles Dallery( anciennement apposée au 107, boulevard Voltaire)",75011.0,2.368122,48.864193
203.0,Guy Robert Et Yvonne Le Marec COSTAL,5 rue des Beaux-Arts 75006 Paris,,75006.0,2.335943,48.856286
823.0,Eleves de ces ecoles morts en déportation parce que nés juifs,3 place du Cardinal Amette 75015 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75015.0,2.297107,48.850937
1031.0,Fernand DUBOIS,"97, avenue Simon-Bolivar 75019 Paris",,75019.0,2.373945,48.877346
657.0,Jean FERRANDI,75013 Paris,"5, rue Damesme (école)",75013.0,2.368694,48.831473
645.0,20 rue de la Vistule,75013 Paris,,75013.0,2.368694,48.831473
339.0,Henri MOSMEAU,avenue Dutruit 75008 Paris,(côté Seine),75008.0,2.315682,48.866243
178.0,"Jean, Albert VOUILLARD","28, rue de la Huchette 75005 Paris",,75005.0,2.345023,48.8532
735.0,Jeanne GRIMAUD,"7, avenue du Général Maistre 75014 Paris",,75014.0,2.315209,48.824882
655.0,Colonel FABIEN,"34, rue Gandon 75013 Paris",,75013.0,2.360932,48.821302
1034.0,Etat Major.De L'ile De France F.F.I.,"66, rue de Meaux 75019 Paris",,75019.0,2.375637,48.882728
498.0,Maurice GIQUEL,"54, boulevard du Temple 75011 Paris",,75011.0,2.365138,48.86625
69.0,David LIBERMAN,"17, rue Réaumur 75003 Paris",,75003.0,2.357784,48.86499
886.0,François CLAUDE,"178, rue de Courcelles 75017 Paris",,75017.0,2.298275,48.884154
409.0,Bernard GRINBAUM,"74, rue du Faubourg Saint-Denis 75010 Paris",,75010.0,2.354714,48.873098
116.0,"Marcel, Lucien Et André ENGROS","18, rue des Ecouffes 75004 Paris",,75004.0,2.358815,48.856992
1207.0,Eleves de ces ecoles morts en déportation parce que nés juifs,29 rue du telegraphe 75020 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75020.0,2.399167,48.873309
773.0,Roland ABON,"52, avenue de la Motte-Piquet 75015 Paris",,75015.0,2.299961,48.850713
355.0,DEPORTATION,"32, rue Buffault 75009 Paris",,75009.0,2.342431,48.876305
1161.0,Bernard VANIER,"4, place de la Porte de Bagnolet 75020 Paris",,75020.0,2.409463,48.864186
434.0,MORTS DE LA RESISTANCE DU Xeme,"72, rue du faubourg Saint-Martin mairie du Xeme arrondissement 75010 Paris",,75010.0,2.357378,48.871777
1123.0,Louis FLEURY,"48, avenue Gambetta Commissariat du XXème arrondissement 75020 Paris",,75020.0,2.399311,48.865782
948.0,Max JACOB,"7, rue de Ravigan 75018 Paris",,75018.0,2.337758,48.885538
394.0,Armand DESANGIN,"160, boulevard de Magenta 75010 Paris",,75010.0,2.350397,48.882877
157.0,Jean-claude DIAMANT-BERGER,288 rue Saint-Jacques 75005 Paris,,75005.0,2.341146,48.841344
16.0,"Madeleine, Nordmann LEVY",390 rue saint-Honoré 75001 Paris,,75001.0,2.325462,48.867735
412.0,GUERRE 1939-1945,Gare de l'Est Départ grandes lignes 75010 Paris,,75010.0,2.35764,48.878422
319.0,Robert BIRLINGER,"92, avenue des Champs-Elysées 75008 Paris",,75008.0,2.303214,48.871539
956.0,MEMORIAL,"1, place Jules Joffrin Mairie du XVIIIeme 75018 Paris",Hall d'entrée,75018.0,2.344681,48.892304
1090.0,Eleves de ces ecoles morts en déportation parce que nés juifs,rue des lilas 75019 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75019.0,2.396229,48.879254
430.0,MEMORIAL 1939-1945,"72, rue du faubourg Saint-Martin mairie du Xeme arrondissement 75010 Paris",,75010.0,2.357378,48.871777
461.0,Eleves de ces ecoles morts en déportation parce que nés juifs,maternelle rue Legouvé 75010 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75010.0,2.361878,48.872356
687.0,Camille PEYROT,"73, avenue d'Italie 75013 Paris",,75013.0,2.357628,48.825185
833.0,Pierre BROSSOLETTE,"77 bis, rue Michel-Ange 75016 Paris",,75016.0,2.259458,48.842048
463.0,Eleves de ces ecoles morts en déportation parce que nés juifs,39/41 rue Chabrol 75010 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75010.0,2.353001,48.876811
955.0,Rouben MéLIK,6 rue de Trétaigne 75018 Paris,,75018.0,2.342177,48.891575
959.0,NAVARO,Rue Caulaincourt 75018 Paris,,75018.0,2.335952,48.888601
780.0,Serge BOLDRINI,Boulevard Pasteur 75015 Paris,Métro Pasteur (direction Porte de la Chapelle),75015.0,2.313738,48.841796
630.0,AVIATEURS,Pont de Tolbiac 75013 Paris,,75013.0,2.38331,48.82979
1040.0,GUERRE 1939-1945,"60, boulevard de la Villette Ecole Diderot 75019 Paris",,75019.0,2.37421,48.874879
577.0,LIBERATION,"64, rue de Charenton 75012 Paris",,75012.0,2.37438,48.849455
208.0,Robert DESNOS,"19, rue Mazarine 75006 Paris",,75006.0,2.337891,48.85511
707.0,Eleves de ces ecoles morts en déportation parce que nés juifs,40 rue de Vaudrezanne 75013 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75013.0,2.35322,48.827774
829.0,Raymond-charles BONENFANT,"17, rue galilée 75016 Paris",,75016.0,2.293585,48.868668
712.0,Eleves de ces ecoles morts en déportation parce que nés juifs,100 rue de la Glacière 75013 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75013.0,2.343165,48.829246
781.0,Paul BUDANT,"23, rue des Morillons 75015 Paris",,75015.0,2.297569,48.83393
42.0,Eleves de ces ecoles morts en déportation parce que nés juifs,44 rue Dussoubs 75002 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75002.0,2.349725,48.86735
493.0,Janine FLOQUET,"16, rue Guilhem 75011 Paris",,75011.0,2.379821,48.861751
232.0,Louis Et Marie-louise MANDIN,"58 bis, rue d'Assas 75006 Paris",,75006.0,2.331031,48.846131
757.0,Fredo SERAZIN,"1, rue Monticelli 75014 Paris",,75014.0,2.32891,48.821488
212.0,F.F.I. inconnu,"48, boulevard Raspail 75006 Paris",(entrée Banque de France),75006.0,2.326747,48.851011
492.0,EXTREME ORIENT ET AFRIQUE DU NORD,place Leon Blum Mairie du XIeme 75011 Paris,,75011.0,2.379865,48.85813
723.0,Louis BRELIVET,"43, avenue Ernest Reyer 75014 Paris",,75014.0,2.324359,48.822348
774.0,Andre AIGNAN,Place Cambronne 75015 Paris,,75015.0,2.301495,48.847612
975.0,Eleves de ces ecoles morts en déportation parce que nés juifs,61 rue de clignancourt 75018 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75018.0,2.347795,48.887925
100.0,Alphonse BERARD,salle de lecture de la bibliothèque del'Hôtel de Ville 75004 Paris,,75004.0,2.354943,48.854727
334.0,LIBERATION DE PARIS,"208, rue du Faubourg Saint- Honoré 75008 Paris",,75008.0,2.304697,48.875315
581.0,LIBERATION DE PARIS,"34, rue de Lyon 75012 Paris",,75012.0,2.371462,48.84938
1018.0,Eleves de ces ecoles morts en déportation parce que nés juifs,Collège Hector Berlioz rue Georgette Agutte 75018 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75018.0,2.332758,48.895193
1143.0,Simon NADEL,"18, rue de Tourtille 75020 Paris",,75020.0,2.381373,48.8712
1127.0,Robert HAMEL,"25, rue Tlemcen 75020 Paris",,75020.0,2.387788,48.86475
1006.0,Eleves de ces ecoles morts en déportation parce que nés juifs,1 rue Gustave Rouanet 75018 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75018.0,2.341537,48.89631
393.0,DEPORTES,75010 Paris,Rue du Faubourg Saint-Martin (mairie),75010.0,2.351862,48.875107
604.0,Eleves de ces ecoles morts en déportation parce que nés juifs,19 rue marsoulan 75012 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75012.0,2.403173,48.846425
255.0,Jean Bruller VERCORS,Place de l'Institut Passerelle des Arts 75006 Paris,,75006.0,2.342944,48.85309
131.0,Jean MONTAURON,Place Louis Lépine Angle rue de la Cité sur le mur de la préfecture de police 75004 Paris,,75004.0,,
415.0,HOPITAL LARIBOISIERE,Rue Ambroise Paré 75010 Paris,(intérieur),75010.0,2.352468,48.881928
194.0,Eleves de ces ecoles morts en déportation parce que nés juifs,Stèle square Viviani 75005 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75005.0,2.347929,48.840624
1073.0,Eleves de ces ecoles morts en déportation parce que nés juifs,5 rue du général Lassalle 75019 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75019.0,2.380305,48.874019
395.0,Marc DESESSARD,rue Bichat Hôpital Saint-Louis 75010 Paris,,75010.0,2.365384,48.874974
864.0,Raoul NORDLING,"106,rue de la Pompe Lycée Janson de Sailly 75016 Paris",cour intérieure,75016.0,2.279442,48.86555
1044.0,Robert HOUVIN,Place Armand Carrel En dépot a la Mairie du 19ème arrondissement 75019 Paris,"(adresse : 31, rue de Belleville)",75019.0,2.382162,48.882639
302.0,Georges MORIN,Couloir des Invalides 75007 Paris,,75007.0,2.314945,48.851843
416.0,HOPITAL SAINT-LAZARE,"107, rue du Faubourg Saint-Denis 75010 Paris",,75010.0,2.355702,48.875174
869.0,RESISTANTS TORTURES,"93, rue Lauriston 75016 Paris",,75016.0,2.288121,48.867404
210.0,EHRHARDT Willy,"4, boulevard Saint-Michel 75006 Paris",,75006.0,2.343722,48.853026
