903,identifiant,lien_permament_portail,isbn,ean,langue_du_document,langue_du_texte_intermediaire,langue_de_l_oeuvre_originale,date_de_publication,langue_des_sous_titres,titre,type_de_document,titre_d_un_auteur_different,titre_parallele,complement_du_titre,premiere_mention_de_responsabilite,mention_de_responsabilite_suivante,numero_de_partie,titre_de_partie,lieu_de_publication,nom_de_l_editeur,indication_specifique_du_type_de_document,autres_caracteristiques_materielles,format,materiel_d_accompagnement,collection,est_publie_avec,est_une_traduction_de,niveau_de_l_ensemble,unite_materielle,partie_composante,dates_auteur,dates_co_auteur,dates_auteur_secondaire,auteur_collectivite_element_d_entree,auteur_collectivite_subdivision,auteur_collectivite_date,co_auteur_collectivite_element_d_entree,co_auteur_collectivite_subdivision,co_auteur_collectivite_date,auteur_secondaire_collectivite_element_d_entree,auteur_secondaire_collectivite_subdivision,auteur_secondaire_collectivite_date,localisation,sous_localisation,nombre_d_objets,code_barre,cote,tomaison,categorie_documentaire,collection0,fonds,note,conservation,etat_physique,etat_de_collection,auteur_complet,co_auteur,auteur_secondaire
651944,RBSVDP0000651944,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000651944,88-370-4293-0,,['eng'],,,cop. 2006,,"Turner, Monet, Pollock",['[Texte imprimé]'],,,"from romanticism to informal art ; tribute to Francesco Arcangeli ; [exhibition], Ravenna, Museo d'arte della città di Ravenna, 19 March - 23 July 2006",ed. by Claudio Spadoni,,,,Milano,['Electa'],1 vol. (292 p.),"ill. en noir et en coul., couv. ill. en coul.",27 cm,,,,,,,,,,,"Pinacoteca Communale, Museo d'arte della città",,,,,,,,,FOR,MAPL,1.0,32272094197347,CE 26653,,CE,CODI,,,,,,,,"['Spadoni, Claudio']"
120667,RBSVDP0000120667,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000120667,,,['tur'],,,1944,,Türkiye türk düÆgünleri üzerine mukayeseli malzeme,['[Texte imprimé]'],,,,"Hâmit Zübeyr KoÐsay, Maarif VekilliÆgi eski eserler ve müzeler umum müdür?ü",,,,Ankara,['Maarif matbaasi'],1 vol. (361 p.-[5] p. de pl. en coul.),ill.,24 cm,,"Maarif vekilligi, Eski eserler ve müzeler umum müdürlügü yayinlarindan. Seri II, sayi",,,,,,,,,,,,,,,,,,FOR,MAPL,1.0,32272900068556,NS 26976,,LI,CODI,,,,,,"['KoÐsay, Hâmit Zübeyr']",,
794671,RBSVDP0000794671,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000794671,962-209-651-4,9789622096516,['eng'],,,cop. 2004,,Tsui Hark's Zu,['[Texte imprimé]'],,,warriors from the magic mountain,Andrew Schroeder,,,,Hong Kong,['Hong Kong University Press'],1 vol (XII-111 p.),"ill., couv. ill. en coul.",20 cm,,The New Hong Kong cinema series,,,,,,19..-....,,,,,,,,,,,,CINE,EPC,1.0,32272090299006,791.434 TSU,,LI,PRET,,,,,,"['Schroeder, Andrew']",,
454175,RBSVDP0000454175,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000454175,2-86746-290-8,,['fre'],,,2002,,Taxis noirs,,,,,John McLaren,trad. de l'anglais par Jean Esch,,,Paris,['Liana Levi'],429 p.,,21 cm,,A corps et à crime,,,,,,1951-....,,,,,,,,,,,,BILI,MABU,1.0,32272056853275,MCL,,LI,FIA,,2003 12,,,,"['McLaren, John']",,
289017,RBSVDP0000289017,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000289017,2-7071-2905-4,,['fre'],,,1998,,Les taux d'intérêt,['Texte imprimé'],,,,"Agnès Bénassy-Quéré, Laurence Boone, Virgine Coudert",,,,Paris,"['la Découverte', 'Syros']",123 p.,graph.,18 cm,,Repères ; Repères,,,,,,,,,,,,,,,,,,BAVP,516A,1.0,32272900218909,105311,,LI,,,,,,,"['Bénassy-Quéré, Agnès']","['Boone', 'Coudert, Laurence', 'Virginie']",
923785,RBSVDP0000923785,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000923785,,,['fre'],,,1909,,Tartuffe. La mise en scène rationnelle et la tradition,['[Texte imprimé]'],,,,"Jean-Baptiste Poquelin, dit Molière",Edition du théâtre par Jacques Arnavon,,,Paris,"[""Société d'éditions littéraires et artistiques""]",331 p.,,in-8?,,,,,,,,,,,,,,,,,,,,BHVP,MABU,1.0,32272900535672,ART 625030,,LI,,ART,,,,,"['Molière, Jean-Baptiste Poquelin, dit']",,"['Arnavon, Jacques']"
597125,RBSVDP0000597125,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000597125,,,['fre'],,,[date de publication inconnue],,Tarn,['[Texte imprimé]'],,,,,,,,Paris,['Bien Vivre'],1 vol. (50 p.),fig.,24 x 30 cm,,Bien vivre,,,,,,,,,,,,,,,,,,BTV,MABU,1.0,32272900288858,LAN 202 E,,LI,,TCF,,,,,,,
220994,RBSVDP0000220994,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000220994,,,['fre'],,,1980,,Tarif fiscal...,,,,,créé par Jean Michel,réf. par Marcel Martin,,,Paris,['Librairies techniques'],46 f. dépl.,,32 cm,,,,,,,,,,,,,,,,,,,,BAVP,GAL,1.0,32272900142712,42664,,LI,,,,,,,"['Michel, Jean']","['Martin, Marcel']",
255346,RBSVDP0000255346,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000255346,,,['fre'],,,1944,,"Tarif de fret n?11 : Brésil-Plata : exportation au départ des ports de la métropole touchés directement, à destination de Rio-de-Janeiro, Santos, Montevidéo, Buenos-Aires",,,,,"Secrétariat d'Etat à la marine, Marine marchande, Direction des transports maritimes",,,,Paris ; Limoges ; Nancy,['Impr. Charles-Lavauzelle'],12 p.,,32 cm,,,,,,,,,,,France,Transports maritimes,,,,,,,,BAVP,MAST,1.0,32272900177783,ST 200004 (11),,LI,,,,,,,,,
97984,RBSVDP0000097984,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000097984,,,['fre'],,,1971,,"Les Tapis et tapisseries d'Aubusson, Felletin, Bellegarde des origines à 1940",['[Texte imprimé]'],,,essai bibliographique,par Jacques Cuny,"préf. de Roger-Armand Weigert,...",,,[Aubusson],"['société des sciences naturelles et ArÂchéologiques de la Creuse', ""Association des Amis d'Aubusson"", 'Association des Amis de Felletin']",1 vol. (52 p.),1 front.,24 cm,,,,,,,,,,1907-1986,,,,,,,,,,FOR,MAPL,1.0,32272082164929,NS 71884,,LI,CODI,,,,,,"['Cuny, Jacques']",,"['Weigert', 'société des sciences naturelles et ArÂchéologiques de la Creuse,', ""Association des Amis d'Aubusson,, Roger-Armand""]"
364151,RBSVDP0000364151,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000364151,,,['bil'],,,2002,,Tantôt sur lai mûzotte,['[Enregistrement sonore]'],,,Noëls et airs religieux entre Bourgogne et Nivernais,,,,,,['UGMM'],1 compact,,,1 feuillet,,,,,,,,,,,,,,,,,,,MMP,SON,1.0,32272070513848,N 38481,,CD,,,2004 05,,,,,,
484687,RBSVDP0000484687,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000484687,,,['fre'],,ger,impr. 1959,,Les tambours,['[Texte imprimé]'],,,,texte et dessins de Reiner Zimnik,[texte français de Jean-Claude Schneider],,,Paris,['Delpire éditeur'],1 vol. (57 p.),ill.,28 cm,,Dix sur dix,,,,,,1930-....,1936-...,,,,,,,,,,,HJH ; HJH,LEC ; MAB2,,32272100548202 ; 32272117834330,E in4 1117 ; NE in4 1294,,LI ; LI,FIJ ; FIJ,,"Montage cahiers inversé ; Taché ; Proposé en consultation dans la salle de référence du fonds patrimonial pour le 68 des enfants, mai-juillet 2018. ; nbre de prêts GEAC : 1 ; Hjj 1997-05 ; nbre de prêts GEAC : 1 ; Exposé pour le 68 des enfants, mai",,,,"['Zimnik, Reiner']","['Schneider, Jean-Claude']",
78291,RBSVDP0000078291,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000078291,2-86545-057-9,,['fre'],,,1987,,"Tanis, l'or des pharaons",['[Texte imprimé]'],,,"[exposition], Paris, Galeries nationales du Grand Palais, 26 mars-20 juillet 1987, Marseille, Centre de la vieille charité, 19 septembre-30 novembre 1987",,,,,Paris,['A.F.A'],1 vol. (280 p.),"ill. en noir et blanc, couv. ill. en coul.",28 cm,,,,,,,,,,,Galeries nationales du Grand Palais,,,Centre de la Vieille Charité,,,,,,FOR,MAPL,1.0,32272089233123,CE 5862,,CE,CODI,,,,,,,,
427219,RBSVDP0000427219,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000427219,,,['fre'],,,1977,,Le tandem des méchants,,,,,Philip Garlington,trad. de l'américain par Roger Guerbet,,,Paris,['Gallimard'],245 p.,couv. ill.,18 cm,,Super noire,,,,,,,,,,,,,,,,,,BILI,MABU,1.0,32272028367313,GAR,,LI,FIA,,1996 03,,,,"['Garlington, Philip']",,
821686,RBSVDP0000821686,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000821686,,,['eng'],,,2000,,[Stalemate],['[Image fixe]'],,,[affiche] ; [poster against atomic experiments],Lex Drewinski,,,,Berlin,['Lex Drewinski'],1 impr. photoméc. (affiche),"offset, coul.",100 x 70 cm,,,,,,,,,,,,,,,,,,,,FOR,R105,1.0,32272900436662,AF 220055 NE,,AF,,,,,,,"['Drewinski, Lex']",,
100706,RBSVDP0000100706,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000100706,,,['pol'],,,1964,,Sztuka Krakowa,['[Texte imprimé]'],,,,Tadeusz Dobrowolski,,,,Kraków,['wyd. literackie'],1 vol. (616 p.),"front. en coul., 321 ill. en noir et en coul., fig., plans, dépl.",25 cm,,,,,,,,1899-1984,,,,,,,,,,,,FOR,MAPL,1.0,32272900058974,NS 19800,,LI,CODI,,,,,,"['Dobrowolski, Tadeusz']",,
78194,RBSVDP0000078194,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000078194,,,['fre'],,,1864,,Tableaux importants ... [36 nos],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOR,REPL,1.0,32272900046883,CV 22183,,CV,CODI,,,,,,,,
79092,RBSVDP0000079092,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000079092,,,['fre'],,,1947,,"Tableaux modernes par Albert, Boudin, Corot [et al.], ... dessins, aquarelles, pastels par Bertin, Forain, Renouard [et al.], ... album de croquis par J.-B. Carpeaux, ... sculptures par Barye, Carpeaux, Rodin [et al.], ... [179 nos + planches I-IV nos]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOR,REPL,1.0,32272900047678,CV 18802,,CV,CODI,,,,,,,,
79068,RBSVDP0000079068,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000079068,,,['fre'],,,1971,,"Tableaux modernes par 126 artistes : Adrion, Aizpiri, Ambrogiani [et al.],... onze aquarelles par Van Dongen dont 9 ayant servi à illustrer le n? 30 de ""L'Assiette au Beurre"" du 26 octobre 1901,... bronzes par Bugatti et Fenosa,... [246 nos + planches I-X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOR,REPL,1.0,32272900047654,CV 17155,,CV,CODI,,,,,,,,
78567,RBSVDP0000078567,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000078567,,,['fre'],,,1863,,"Tableaux modernes, Bronzes de Barye, de Mène,... [79 nos]",,,,,,,,,Paris,['Hôtel Drouot'],,,,,,,,,,,,,,,,,,,,,,,FOR,REPL,1.0,32272900047173,CV 22254,,CV,CODI,,,,,,,,
78510,RBSVDP0000078510,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000078510,,,['fre'],,,1961,,"Tableaux modernes, aquarelles, pastels, dessins, gouzches,... peintures par Dufy, Laprade, Lhote... [137 nos]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOR,REPL,1.0,32272900047117,CV 15641,,CV,CODI,,,,,,,,
78431,RBSVDP0000078431,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000078431,,,['fre'],,,1979,,"Tableaux modernes ..., art déco ... [31 n?]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOR,REPL,1.0,32272900047039,CV 6712,,CV,CODI,,,,,,,,
77710,RBSVDP0000077710,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000077710,,,['fre'],,,1974,,"Tableaux et dessin anciens, armes et souvenirs historiques, céramique, objets d'art et de bel ameublement, tapisseries et tapis, ... [151 nos]. - Vente : Paris, Hôtel Drouot, 20 mars 1974, commissaire-priseur Marc Ferri",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOR,REPL,1.0,32272900046583,CV 16509,,CV,CODI,,,,,,,,
77377,RBSVDP0000077377,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000077377,,,['fre'],,,1784,,"Tableaux de la communauté des maîtres menuisiers ébénistes tourneurs et layetiers de la ville, fauxbourgs et banlieue de Paris ... pour l'année 1784",['[Texte imprimé]'],,,,,,,,,,1 vol. (162 p.),ill.,12?,,,,,,,,,,1738-1812,,,,,,,,,,FOR,RESE,1.0,32272091191806,RES 1179,,LI,COIM,,Photocopie interdite ; Photographie interdite,,,,,,"['Chardon, Jean-François-Louis']"
76588,RBSVDP0000076588,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000076588,,,['fre'],,,1981,,"Tableaux anciens... objets d'ameublement des XVIIIe et XIXe siècles..., mobilier des XVIIe, XVIIIe et XIXe siècles... [119 nos + 2 pl]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOR,REPL,1.0,32272900045844,CV 7435,,CV,CODI,,,,,,,,
945544,RBSVDP0000945544,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000945544,,,['fre'],,,,,"Tableaux anciens et 19è siècle, mobilier et objets d'art - Vente : Paris, Hôtel Drouot, 8 novembre 2007, SVV Millon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOR,REPL,1.0,32272900550565,CV 47583,,CV,CODI,,,,,,,,
74033,RBSVDP0000074033,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000074033,,,['fre'],,,1970,,"Tableaux anciens des écoles française et flamande,... objets d'art et d'ameublement, principalement du XVIIIe siècle,... porcelaines et faïences anciennes, objets de vitrines,... sièges et meubles,... tapis d'Aubusson et d'Orient, tapisserie. [107 nos] Su",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOR,REPL,1.0,32272900044243,CV 13125,,CV,CODI,,,,,,,,
76016,RBSVDP0000076016,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000076016,,,['fre'],,,1969,,"Tableaux anciens..., archéologie égyptienne..., sculptures..., sièges et meubles anciens..., tapis d'Orient. [134 nos] - Vente : Versailles, Hôtel Rameau, 25 juin 1969, commissaire-priseur Blache",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOR,REPL,1.0,32272900045334,CV 15922,,CV,CODI,,,,,,,,
369638,RBSVDP0000369638,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000369638,,,['fre'],,,1964,,T'en souviens-tu la seine,,,,,Paroles et Musique de Anne Sylvestre,,,,Paris,['Société Nouvelles des Editions musicales Tutti'],1 partition en feuillet,,30 cm,,,,,,,,,,,,,,,,,,,,MMP,MAGI,1.0,32272057666494,PF88/008,,PA,FEUI,,2004 04,,,,"['Sylvestre, Anne']",,
926836,RBSVDP0000926836,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000926836,,,['fre'],,,1957,,"La Demande d'automobiles en France. Théorie, histoire, répartition géographique, prévisions",['[Texte imprimé]'],,,,Janine Morice,Préface de J.-M. Jeanneney,,,Paris,['A. Colin'],XVI-219 p.,graphiques,in-8?,,Cahiers de la fondation nationale des sciences politiques,,,,,,,,,,,,,,,,,,BHVP,MABU,1.0,32272900539224,703483,,LI,,,,,,,"['Morice, Janine']",,"['Jeanneney, J.-M']"
172992,RBSVDP0000172992,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000172992,,4006759402948,,,,P1991,,Delusion,['[Enregistrement sonore]'],,,B.O.,"Barry Adamson, comp.",,,,,['Mute Records'],1 disque,33t.,30cm,,,,,,,,,,1958-...,,,,,,,,,,MMP,SON,1.0,32272103400682,T 44586,,MI,,PERO,,,,,,,"['Adamson', 'Colpaert, Barry', 'Carl']"
694884,RBSVDP0000694884,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000694884,,,['fre'],,,1579,,"Deluge et innundation d'eaux fort effroyable, advenu és faulxbourgs S. Marcel, à Paris, la nuict precedente jeudy dernier, neufiéme apvril, an present 1579. Avec une particuliere declaration des submergemens & ravages faits par lesdites eaux",,,,,,,,,Lyon,['B. Rigaud'],"14 p.[, .",frontispice gravé,17cm,,,,,,,,,,15..-1597,,,,,,,,,,BHVP,RESE,1.0,32272900361613,RESERVE 902107,,LI,,,Manquent les p.1 à 7,,,,,,"['Rigaud, Benoît']"
534456,RBSVDP0000534456,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000534456,2-213-62576-X,9782213625768,['fre'],,eng,DL2006,,Delta queen,['[Texte imprimé]'],,,roman,James Durham,traduit de l'anglais (Etats-Unis) par Freddy Michalski,,,[Paris],['Fayard'],1 vol. (714 p.),couv. ill. en coul.,22 cm,,Fayard noir,,Delta queen,,,,1949-...,,,,,,,,,,,,BILI,MABU,1.0,32272074954246,DUR,,LI,FIA,,,COEX,,,"['Durham, James']",,"['Michalski, Freddy']"
694244,RBSVDP0000694244,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000694244,,,['fre'],,,[date de publication inconnue],,"Délibération des officiers de l'élection de Tours, par laquelle ils ont arrêté de ne point communiquer avec le sieur Japhet, leur président, tant à cause de sa conduite indécente et malhonnête vis-à-vis de ses confrères, que parce qu'il avoit pris place d",['[Texte imprimé]'],,,,,,,,(S.l.),['[éditeur inconnu]'],3 p.,,in-8?,,,,,,,,,,,,,,,,,,,,BHVP,MABU,1.0,32272900360925,957238,,LI,,,,,,,,,
640863,RBSVDP0000640863,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000640863,,,['fre'],,,(1859),,"Les Délassements en vacances, délassement comique en 3 actes et 20 tableaux, précédé de ""Au Déménagement"", prologue en 1 acte, par MM. Ernest Blum et Alexandre Flan... (Paris, Délassements Comiques, 22 octobre 1859.)",['[Texte imprimé]'],,,,,,,,Paris,['Librairie théâtrale'],31 p.,,in-fol.,,,,,,,,,,,,,,,,,,,,BHVP ; BHVP,MABU ; MABU,,32272900312360 ; 32272900312359,402984 (n? 5) ; 136607 (n? 8),,LI ; LI,,,,,,,"['Blum, Ernest']","['Flan, Alexandre']",
18088,RBSVDP0000018088,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000018088,,,['fre'],,,1862,,Les Déesses de la Liberté. Les femmes de la Convention et du Directoire,,,,,,,,,Paris,['Amyot'],260 p.,,12?,,,,,,,,,,,,,,,,,,,,BMD,MAGI,1.0,32272121153347,944.04 CAP,,LI,,,,JAPI,,,"['Capefigue, M.']",,
406064,RBSVDP0000406064,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000406064,,,['fre'],,,1972,,Dédouanage par le vide,,,,,Dan Dastier,couv. ill. par M. Gourdon,,,Paris,['Fleuve Noir'],234 p.,couv. ill. en coul.,18 cm,,Spécial-Police,,,,,,,,,,,,,,,,,,BILI,MABU,1.0,32272030116682,DAS,,LI,FIA,,1995 09,,,,"['Dastier, Dan']",,
883219,RBSVDP0000883219,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000883219,,,['fre'],,,1908,,Les Décrets du 10 août 1899 sur les adjudications. Rapport de M. Honoré au nom de la commission permanente précédé d'une note de M. A. Keufer. Procès-verbaux et documents,['[Texte imprimé]'],,,,,,,,Paris,['imprimerie nationale'],48 p.,,in-4?,,,,,,,,,,,,,,République française,Ministère du travail et de la prévoyance sociale ; Conseil supérieur du travail,,,,,BHVP,MABU,1.0,32272900490902,141951,,LI,,,,,,,"['Keufer, A']",,
691916,RBSVDP0000691916,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000691916,,,['fre'],,,[date de publication inconnue],,"Décrets de la Convention nationale, Du 8 novembre 1792, l'an premier de la république Françoise. Actes d'accusation contre Toulongeon, Choiseul-Gouffier, Conzié, Moustier, Breteuil, Courvoisier, et le ci-devant abbé Marie",['[Texte imprimé]'],,,,,,,,[Chartres],['[Fr. Labalte]'],4 p.,,in-4?,,,,,,,,,,,,,,,,,,,,BHVP,MABU,1.0,32272900358356,132987,,LI,,,,,,,,,
692512,RBSVDP0000692512,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000692512,,,['fre'],,,[date de publication inconnue],,Décret de la Convention Nationale du 6 germinal an 2 [26 mars 1794] relatif à la refonte des papiers imprimés,['[Texte imprimé]'],,,,,,,,Troyes,['Imp. Garnier'],4 pp.,,in 4?,,,,,,,,,,,,,,,,,,,,BHVP,MABU,1.0,32272900358980,108631,,LI,,,,,,,,,
692201,RBSVDP0000692201,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000692201,,,['fre'],,,[date de publication inconnue],,Décret de la Convention Nationale du 20 juillet 1793 qui ordonne le versement du Trésor Public du montant des rôles supplétifs des ci devant privilégiés,['[Texte imprimé]'],,,,,,,,Troyes,['Imp. Sainton'],2 pp.,,in 4?,,,,,,,,,,,,,,,,,,,,BHVP,MABU,1.0,32272900358664,108411,,LI,,,,,,,,,
905170,RBSVDP0000905170,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000905170,,,['fre'],,,an II [1793-1794],,"Décret de la Convention nationale. Du 17e jour de brumaire... relatif aux fabricateurs de formes, papiers, planches et autres objets propres à contrefaire les assignats",['[Texte imprimé]'],,,,Signé P. A. Laloy... Charles Duval et Philippeaux...,,,,Paris,['Impr. nationale exécutive du Louvre'],3 p.,,in 4?,,,,,,,,,,,,,,France,Convention nationale,,,,,BHVP,MABU,1.0,32272900514882,107383 (n? 42),,LI,,LIES,Provenance :  donation d'Alfred Frigoult de Liesville (1836-1885) entrée en 1881 à la Bibliothèque historique,,,,"['Laloy, Pierre-Antoine']","['Philippeaux', 'Duval, Pierre', 'Charles']",
691760,RBSVDP0000691760,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000691760,,,['fre'],,,[date de publication inconnue],,"Découverte importante, des assemblées ténébreuses & clandestines, Tenues à Versailles, les 10, 13, 15, 16, 20, 24, 25, 27, 30 et 31 Janvier, 1, 4, & 5 février 1790. Par le parti aristocratique, avec le détail de ce qui s'est passé, & des motions qui y ont",['[Texte imprimé]'],,,,,,,,(Paris),['Impr. J. Wolsner'],11 p.,,in-8?,,,,,,,,,,,,,,,,,,,,BHVP,MABU,1.0,32272900358163,959279,,LI,,,,,,,,,
139787,RBSVDP0000139787,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000139787,,,['fre'],,,[ca 1900],,Décors d'intérieurs,['[Texte imprimé]'],,,habitations particulières,par P. Planat,,,,Paris,['Aulanier'],1 vol. ([2] f -40 p. de pl. en coul.),ill.,47 cm,,Bibliothèque de la construction moderne,,,,,,1839-1911,,,,,,,,,,,,FOR,MAGI,1.0,32272082154037,NS 15932 4 Fol,,LI,COIM,,En boîte ; Photocopie interdite,,,,"['Planat, Paul']",,
43998,RBSVDP0000043998,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000043998,,,['eng'],,,1981,,"Decorative arts : arts and crafts, art nouveau and art deco. [251 nos + 2 pl.]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOR,REPL,1.0,32272900029317,CV 9222,,CV,CODI,,,,,,,,
1038849,RBSVDP0001038849,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001038849,,,['fre'],,,1893,,La Décevance du vrai : Notes d'un pessimiste,['[Texte imprimé]'],,,,Edouard Thiaudière,Préface par Eugène Ledrain,,,Paris,['L. Westhauses'],XVI-304 p.,,pet. in-18,,,,,,,,,,,,,,,,,,,,BHVP,MABU,1.0,32272900614409,926404,,LI,,RENA,"Provenance : bibliothèque de Georges Renard (1847-1930) léguée à la Ville de Paris en 1930 (Bull. municipal officiel, 10 août 1931)",,,,"['Thiaudière, Edouard']",,"['Ledrain, Eugène']"
444326,RBSVDP0000444326,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000444326,,,['fre'],,,1937,,"Le décapité du ""Londres-Plymouth""",,,,,L.-R. Pelloussat,,,,Paris,['J. Ferenczi & fils'],1 fasc. (64 p.),couv. ill.,17 cm,,Police et mystère,,,,,,1911-1980,,,,,,,,,,,,BILI,MABU,1.0,32272034324878,PEL,,LI,FIA,,2000 03,,,,"['Pelloussat, Louis-Roger']",,
439234,RBSVDP0000439234,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000439234,,,['fre'],,,1996,,Déballage cadeau,,,,[hommages],"ed. Thierry Gautier, Daniel Sirach, Jean-Paul Vérine",,,,Juvisy-sur-Orge,['T. Gautier'],51 p.,ill.,29 cm,,,,,,,,,,,,,,,,,,,,BILI,LEC,1.0,32272034113941,4.6 DAR,,LI,DOCU,,1998 09,,,,,,
1031514,RBSVDP0001031514,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001031514,,,['fre'],,,an XIII [1804-1805],,Discours sur le cérémonial,['[Texte imprimé]'],,,,par J.-F. Sobry,,,,Paris,['impr. Baudouin'],24 p.,,in-8?,,,,,,,,,,,,,,,,,,,,BHVP,MABU,1.0,32272900606414,27749,,LI,,,,,,,"['Sobry, Jean-François']",,
226897,RBSVDP0000226897,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000226897,,,['fre'],,,1868,,"Discours sur la condition privée de la femme dans le droit ancien et moderne et en particulier sur le sénatus-consulte Velléien d'après l'étude de M. Paul Gide, sur le même sujet",,,,,"par E.-R. Poubelle,...",,,,Toulouse,['Typographie de Bonnal et Gibrac'],1 vol. (82 p.),,25 cm,,,,,,,,1831-1907,,,,,,,,,,,,BMD ; BAVP ; BMD,MAGI ; MEZ ; MAGI,,32272098338749 ; 32272900148934 ; 32272121147919,347 POU ; 3843 ; Fonds J. M. / POU,,LI ; LI ; LI,,MISM,,,,,"['Poubelle, Eugène-René']",,
189700,RBSVDP0000189700,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000189700,,,['fre'],,,[1815 ?],,"Discours prononcé par M. le général Comte de Beurnonville, ministre d'Etat, pair de France et président du collège électoral du département de la Moselle, à l'ouverture de sa séance, le 23 août 1815",,,,,,,,,Metz,['C.-M.-B. Antoine'],6 p.,,20 cm,,,,,,,,,,,,,,,,,,,,BAVP,MAST,1.0,32272900111193,28618 / Z 11-12,,LI,,,"Relié avec 10 brochures sous le titre ""Mélanges""",,,,['Beurnonville'],,
633228,RBSVDP0000633228,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000633228,,,['fre'],,,[date de publication inconnue],,"Discours prononcé avant la prestation du serment civique, par Mr Bécu, curé de la paroisse de St Etienne à Lille, membre de la société des Amis de la Constitution de la même ville (30 janvier 1791.)",['[Texte imprimé]'],,,,,,,,(Lille),['(impr. C. L. De Boubers)'],12 p.,,in-8?,,,,,,,,,,,,,,,,,,,,BHVP ; BHVP,MABU ; MABU,,32272900304432 ; 32272900304431,8-BRO-603929 ; 952809,,LI ; LI,,,,,,,['Bécu'],,
