ndeg_de_notice,isbn,issn,ean,langue,titre,edition,editeur,date,format,collection,titre_de_serie,ndeg,auteur_nom,auteur_prenom,auteur_dates,libelle_v_smart_et_webopac,nombre_de_localisations,nombre_de_pret_total,nombre_de_prets_2017,nombre_d_exemplaires,categorie_statistique_1,categorie_statistique_2,aime_cesaire,amelie,andre_malraux,andree_chedid,arthur_rimbaud,assia_djebar,batignolles,benjamin_rabier,buffon,canopee_la_fontaine,chaptal,charlotte_delbo,claude_levi_strauss,colette_vivier,courcelles,couronnes_naguib_mahfouz,crimee,diderot,drouot,edmond_rostand,europe,faidherbe,fessart,francois_villon,francoise_sagan,georges_brassens,germaine_tillion,glaciere,goutte_d_or,gutenberg,helene_berr,herge,heure_joyeuse,italie,jacqueline_de_romilly,jean_pierre_melville,lancry,louise_michel,marguerite_audoux,marguerite_duras,marguerite_yourcenar,maurice_genevoix,mmp,mohammed_arkoun,mortier,musset,oscar_wilde,parmentier,place_des_fetes,rainer_maria_rilke,reserve_centrale,robert_sabatier,saint_eloi,saint_simon,sorbier,vaclav_havel,valeyre,vandamme,vaugirard,auteur,co_auteur,auteur_secondaire,collectivite_auteur,collectivite_auteur_secondaire_,collectivite_co_auteur_
1051125,978-2-7540-8543-4,,9782754085434,français,Payer moins d'impôts | Texte imprimé | Robert Matthieu,Édition 2016-2017,['First éditions'],DL 2016,1 vol. (XI-270 p.) | ill. | 19 cm,Pour les nuls,,,Matthieu,Robert,1947?-....,Livre pour adulte,10,158.0,38,10,"['D303 Economie sauf metiers, commerce']",['pas de code stat 2'],,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,1.0,,,1.0,"['Matthieu, Robert']",,,,,
1051189,978-2-3440-0790-7,,9782344007907,français,"Fiction squad | 3 | Texte imprimé | scénario, Paul Jenkins | dessin, Ramon Bachs... | couleur, Leonardo Paciarotti",,['Glénat'],DL 2015,1 vol. (non paginé [52] p.) | ill. en coul. | 31 cm,,Fiction squad,3,Jenkins,Paul,1965-....,Bande dessinée jeunesse,1,6.0,4,1,['LBDE Bandes dessinees'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Jenkins, Paul']",,"Bachs, Ramon F.",,,
1051346,,,0885513001726;885513001726,anglais,"La Vie électronique | vol. 8 | Enregistrement sonore | Klaus Schulze, comp. & arr.",,['MIG'],2010,3 disques compacts | 1 brochure,,,,Schulze,Klaus,,Disque compact,1,7.0,4,1,['M401 Musiques electroniques'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Schulze, Klaus']",,,,,
1051635,978-2-84196-779-7,,9782841967797,français,Au bonheur de Noël | Texte imprimé | texte français de Lucile Galliot | illustrations de Susanna Lockheart,,['Éd. Quatre fleuves'],DL 2010,"1 vol. (non paginé [20] p. dont 10 dépl.) | ill. en coul., couv. ill. en coul. | 24 x 31 cm",,,,Galliot,Lucile,,Livre jeunesse,1,4.0,1,1,['LALB Albums'],['pas de code stat 2'],,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Galliot, Lucile']",,"Lockheart, Susanna",,,
1117876,,,0190295928100;190295928100,français,"Rétrospective | Enregistrement sonore | Sheila, chant | Vianney, chant | Ringo, chant",,['Warner Music France'],2016,3 Disques compacts | 12 cm,,,,Sheila,,,Disque compact,2,7.0,5,2,['M802 Chanson de varietes'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sheila'],,Vianney;Ringo,,,
1118699,978-2-246-85751-8,,9782246857518,français,Jean-Michel Frank | le chercheur de silence | Laurence Benaïm,,['Grasset'],2017,1 vol. (338 p.) | 24 x 16 cm,Essai,,,Benaïm,Laurence,1961-....,Livre pour adulte,1,7.0,2,1,['D901 Histoire generale'],"['DBIO Biographie, monographie sur auteur']",,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Benaïm, Laurence']",,,,,
1119320,,,0880040417125;880040417125,sans,"Company | Enregistrement sonore | Glass, Vasks, Part, Uçarsu | Borusan Quartet, ens. instr. ; Peteris Vasks, comp. ; Philip Glass, comp.... [et al.]",,['Onyx'],2017,1 Disque compact | DDD | 12 cm | 1 brochure,,,,,,,Disque compact,1,8.0,3,1,['M310 Musique classique: 20eme et 21eme siecles'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119405,978-2-211-23421-4,,9782211234214,français,Un ours à l'école | Jean-Luc Englebert,,['Ecole des Loisirs'],2017,1 vol. (37 p.) | illustrations en couleur | 19 x 15 cm,Les lutins | 2497-0948,,,Englebert,Jean-Luc,1968-....,Livre jeunesse,1,9.0,0,1,['LALB Albums'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Englebert, Jean-Luc']",,,,,
1119650,978-2-410-00579-0,,9782410005790,français,Placido | Yves Grevet | illustrations Christophe Merlin,,['Belin éducation'],2017,1 vol. (55 p.) | illustrations en couleur | 19 x 15 cm,"Colibri, l'ami des DYS | Niveau 4 | 2551-8674",,,Grevet,Yves,1961-....,Livre jeunesse,3,11.0,0,3,['LFRA Litterature francaise'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,"['Grevet, Yves']",,"Merlin, Christophe",,,
1119963,978-2-409-01041-5,,9782409010415,français,Windows 10 | installation et configuration | Philippe Païola,2e édition,['ENI'],2017,1 vol. (550 p.) | illustrations en noir et blanc | 22 x 18 cm,Ressources informatiques | 1627-8224,,,Païola,Philippe,,Livre pour adulte,1,5.0,0,1,['D002 Informatique et ordinateurs'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Païola, Philippe']",,,,,
11202,0-261-10243-5,,,anglais,The lord of the rings | Texte imprimé | J.R.R. Tolkien,,['Grafton books'],1991,1193 p. | 21 cm,Grafton | Fiction-fantasy,,,Tolkien,John Ronald Reuel,,Livre en langue étrangère,1,83.0,0,1,['LBRI Litterature britannique'],['pas de code stat 2'],,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Tolkien, John Ronald Reuel']",,,,,
1121352,,,0656605144023;656605144023,anglais,"Ken | Enregistrement sonore | Destroyer, ens. voc. & instr.",,['Dead Oceans'],2017,1 disque compact | DDD | 1 brochure,,,,,,,Disque compact,5,47.0,5,5,['M202 Pop'],['pas de code stat 2'],,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,['Destroyer'],,
112341,,,,français,"Le mystère du Val Boscombe | Enregistrement sonore | interprété par Jean-Marie Fonbonne, Philippe Lejour, Elizabeth Landwerlain",,,2002,1 compact,Les enquêtes de Sherlock Holmes,,,Doyle,Arthur Conan,,Livre sonore pour adulte,7,298.0,4,7,['LBRI Litterature britannique'],['pas de code stat 2'],,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,"['Doyle, Arthur Conan']",,"Fonbonne;Lejour;Landwerlain, Jean-Marie;Philippe;Elizabeth",,,
1122597,978-2-505-06866-2,,9782505068662,français,Sergent Keroro | 27 | Mine Yoshizaki | traduit et adapté en français par Frédéric Malet,,['Kana'],2017,1 vol. (170 p.) | illustrations en noir et blanc | 18 x 13 cm,Big Kana,Keroro,27,Yoshizaki,Mine,1971-....,Bande dessinée jeunesse,1,6.0,1,1,['LMAN Mangas'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"['Yoshizaki, Mine']",,"Malet, Frédéric",,,
1122608,978-2-35178-586-7,,9782351785867,français,Cassandra | roman | Todd Robinson | traduit de l'américain par Laurent Bury,,['Gallmeister'],2017,1 vol. (328 p.) | 18 x 12 cm,Totem | Neo noir | 75 | 2105-4681,,,Robinson,Todd,1972-....,Livre pour adulte,2,17.0,3,2,['LNAM Litterature nord-americaine'],"[""LPOL Roman policier, roman d'espionnage""]",1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Robinson, Todd']",,"Bury, Laurent",,,
1123346,,,090204933648;0090204933648,,"13th House | Enregistrement sonore | McCoy Tyner, comp., piano",,['Milestone'],P1982,1 disque compact (39 min) | AAD | 1 brochure,,,,Tyner,McCoy,1938-....,Disque compact,1,,0,1,['MASO'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,"['Tyner, McCoy']",,,,,
11235,2-914147-24-4,,,français,Musique et nuit | Texte imprimé,,"['Cité de la musique, les éd.']",2004,"154 p. | ill., mus., couv. ill. en coul. | 21 cm",[Musique...],,,,,,Livre de Fonds spécialisés,1,47.0,1,1,['D707 Musique'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1123841,,,724354271922;0724354271922,portugais,"Alegria,Alegria!!! | Enregistrement sonore | Wilson Simonal, chant",,['Emi'],P2002,1 disque compact | 1 feuillet,,,,Simonal,Wilson,1939-2000,Disque compact,1,,0,1,['MASO'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,"['Simonal, Wilson']",,,,,
1124066,,,786497437627;0786497437627,,"Another side | Enregistrement sonore | Ken Simon Quartet, groupe instrumental",,['Creative improvised music'],P2000,1 disque compact | 1 dépliant,Spirit room series | 105,,,Simon,Ken,,Disque compact,1,,0,1,['MASO'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,"['Simon, Ken']",,,,['Ken Simon Quartet'],
112566,2-07-072960-5,,,français,Salons européens | Texte imprimé | les beaux moments d'une culture féminine disparue | Verena von der Heyden-Rynsch | trad. de l'allemand par Gilberte Lambrichs,,['Gallimard'],1993,"267 p. | ill., couv. ill. en coul. | 21 cm",,,,Heyden-Rynsch,Verena von der,,Livre pour adulte,3,69.0,0,3,['62'],['pas de code stat 2'],,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,"['Heyden-Rynsch, Verena von der']",,"Lambrichs, Gilberte",,,
1125796,,,,sans,Clark Terry and his jolly giants | Enregistrement sonore,,['Vanguard'],P1992,1 compact | 1 feuillet,Notice en anglais,,,,,,Disque compact,1,,0,1,['MASO'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,"Clark, Terry",,,
1106286,978-2-7588-0238-9,,9782758802389,français,Stravinsky à Biarritz | un compositeur russe en exil (1921-1924) | Etienne Rousseau-Plotto,,['Atlantica'],2016,1 vol. (160 p.) | illustrations en noir et blanc | 21 x 16 cm,,,,Rousseau-Plotto,Etienne,,Livre de Fonds spécialisés,1,4.0,2,1,['D707 Musique'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,"['Rousseau-Plotto, Etienne']",,,,,
1106779,978-2-84172-760-5,,9782841727605,français,L'enfer du troll | Texte imprimé | Jean-Claude Dunyach,,['Atalante'],2017,1 vol. (203 p.) | 18 x 13 cm,,,,Dunyach,Jean-Claude,1957-....,Livre pour adulte,8,51.0,11,8,['LFRA Litterature francaise'],"['LFAY Fantasy, Heroic fantasy']",,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,1.0,,1.0,,,,,,,,"['Dunyach, Jean-Claude']",,,,,
1106870,978-2-412-02552-9,,9782412025529,français,Ma cure de silence | et si on essayait le calme ? | Kankyo Tannier,,['First Editions'],2017,1 vol. (207 p.) | 21 x 14 cm,,,,Tannier,Kankyo,,Livre pour adulte,2,14.0,3,2,['D103 Psychologie'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Tannier, Kankyo']",,,,,
1107249,978-2-7548-2329-6,,9782754823296,français,"Plutona | Texte imprimé | Jeff Lemire, Emi Lenox",,['Futuropolis'],2017,1 vol. (152 p.) | ill. en coul. | 27 x 20 cm,,,,Lemire,Jeff,1976-....,Bande dessinée pour adulte,11,111.0,46,11,['LCOM'],['pas de code stat 2'],1.0,,,1.0,,,,,,,1.0,,1.0,,,1.0,,,,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,"['Lemire, Jeff']","Lenox, Emi","Bellaire;Van den Dries, Jordie;Sidonie",,,
1126627,,,602498004876;0602498004876,multilingue,"Dans le soleil et dans le vent | Enregistrement sonore | Nana Mouskouri, chant",,['Universal Music'],P2004,1 disque compact | 1 feuillet,,Nana Mouskouri collection,Vol.8,Mouskouri,Nana,1934-....,Disque compact,1,,0,1,['MASO'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,"['Mouskouri, Nana']",,,,,
1126828,,,794881804825;0794881804825,,Des knaben Wunderhorn | Enregistrement sonore | Gustav Mahler,,['Harmonia Mundi'],2006,1 disque compact | brochure,,,,Mahler,Gustav,,Disque compact,1,,0,1,['MASO'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,"['Mahler, Gustav']",,"Herreweghe;Connolly;Henschel, Philippe;Sarah;Dietrich",,['Orchestre des Champs-Elysées'],
1126903,,,5099706299325,anglais,"Dido & Aeneas | Enregistrement sonore | Henry Purcell, comp. | Emily Van Evera, soprano (Dido) | Ben parry, baryton (Aeneas) | Janet Lax, soprano (Belinda) | Hanne Mari Orbaek, soprano (seconde femme) | Haden Andrews, ténor (sorcière) | Taverner Choir & Players | Andrew Parrott, dir.",,['Sony'],P1994,1 disque compact | DDD | 1 brochure,,,,Purcell,Henry,,Disque compact,1,,0,1,['MASO'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,"['Purcell, Henry']",,"Van Evera;Parry;Lax;Ørbaek;Andrews;Parrott, Emily;Ben;Janet;Hanne Mari;Haden;Andrew",,['Taverner Choir'],
1127778,,,078635105827;0078635105827,sans,"Exodus | Enregistrement sonore | B.O. | Ernest Gold, comp., arr., dir.",,['BMG Music'],1988,1 compact | 1 feuillet,,,,Gold,Ernest,1921-1999,Disque compact,1,,0,1,['MASO'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,"['Gold, Ernest']",,,,['Sinfonia of London Orchestra'],
1127322,,,5020883330341,,"East coast joys | Enregistrement sonore | The Pete Oxley Trio (Pete Oxley, guitare ; Andy Brown, contrebasse ; Russ Mogan, batterie), groupe instrumental",,"['MCPS', 'PRS']",P1997,1 disque compact | 1 dépliant,,,,,,,Disque compact,1,,0,1,['MASO'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,['The Pete Oxley Trio'],,
112781,,,,français,"André Breton, trilogie surréaliste | Texte imprimé | Nadja, les Vases communicants, l'Amour fou | Victor Crastre",,['Sedes'],1971,110 p. | 18 cm,,,,Crastre,Victor,,Livre pour adulte,1,9.0,1,1,['Littérature française (autres)'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Crastre, Victor']",,,,,
111639,2-271-05526-1,,,français,Dictionnaire des noms de cépages de France | Texte imprimé | histoire et étymologie | Pierre Rézeau,,['CNRS éd.'],1998,422 p. | 22 cm,CNRS dictionnaires,,,Rézeau,Pierre,1938-....,Livre pour adulte,1,4.0,1,1,"['D604 Elevage, horticulture']",['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Rézeau, Pierre']",,,,,
111651,2-7436-0006-3,,,français,Maximum Bob | Texte imprimé | Elmore Leonard | trad. de l'américain par Michel Lebrun,,['Payot et Rivages'],1995,349 p. | couv. ill. en coul. | 17 cm,Rivages-noir | 0764-7786 | 234,,,Leonard,Elmore,1925-2013,Livre pour adulte,3,107.0,5,3,['LNAM Litterature nord-americaine'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,"['Leonard, Elmore']",,"Lebrun, Michel",,,
1116909,979-10-331-6352-7,,9791033163527,français,Gênes | spécial week-end et court séjour | Dominique Auzias et Jean-Paul Labourdette,,"[""Nouv. éd. de l'Université""]",2017,"1 vol. (160 p.) | illustrations en couleur, cartes | 17 x 11 cm",City trip | 2430-6894,,,Auzias,Dominique,1954-....,Livre pour adulte,1,10.0,2,1,"['D911 Guides de voyage, tourisme']",['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,"['Auzias, Dominique']","Labourdette, Jean-Paul",,,,
1117131,,,,français,"Un jour, je serai présidente | Images animées | Caroline Behague, Marie-Noëlle Dumay, réal. | Lionel Raepsaet, comp.",,['Real Productions [éd.]'],2017,"1 DVD 2 couches sur une simple face (52 mn) | coul., (PAL), Son. (Dolby Digital 2.0 mono; français)",,,,,,,DVD jeunesse,1,,0,1,['Romans en langue francaise'],['pas de code stat 2'],,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Behague;Dumay;Raepsaet, Caroline;Marie-Noëlle;Lionel",,,
110769,2-226-11870-5,,,français,"Quelque part, il y a... | Texte imprimé | texte de Anne Jonas | ill. de Cécile Gambini",,['A. Michel jeunesse'],2001,"Non paginé [24] p. | ill. en coul., couv. ill. en coul. | 31 cm",,,,Jonas,Anne,1964-....,Livre jeunesse,9,437.0,25,9,['LALB Albums'],['pas de code stat 2'],1.0,,,,,,,,,,,1.0,,1,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,"['Jonas, Anne']",,"Gambini, Cécile",,,
1107928,,,0602537827718;602537827718,français,"Getz  |  Gilberto : 50th Anniversary | Enregistrement sonore | Stan Getz,Joao Gilberto",,['Universal Music'],2014,1 disque compact | 1 brochure,,,,Getz,Stan,,Disque compact,1,5.0,3,1,"['M110 Jazz variete et jazz ""inclassable""']",['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Getz, Stan']","Gilberto, Joao",,,,
1107983,2-85-868-171-6,,,français,"Ecole des positions | Texte imprimé | [transcription pour l'alto, 4ème position]",,['Van de Velde'],2014,13 p. | 30 cm,,,,,,,Méthode musicale,1,,0,1,['MMIN Methodes musicales: instruments'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108137,,,0029667981927;029667981927,anglais,"The voice of the turtle | Enregistrement sonore | John Fahey, comp., chant, guit.",,['Fantasy'],1968,1 Disque compact | 12 cm | 1 brochure,,,,Fahey,John,,Disque compact,1,9.0,7,1,"[""M201 Rock'n'roll, rockabilly""]",['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,"['Fahey, John']",,,,,
1108276,978-2-916671-05-5,,9782916671055,français,Oeuvres choisies | Louise Colet,,['Myoho'],2011,1 vol. (100 p.) | 21 x 14 cm,,,,Colet,Louise,1810-1876,Livre pour adulte,1,5.0,3,1,['LFRA Litterature francaise'],['LPOM Poesie avant 1945'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"['Colet, Louise']",,,,,
1108315,978-2-232-12821-9,,9782232128219,français,Liberté j'écris ton nom | Paul Eluard | illustrations Fernand Léger,,['Seghers'],2016,1 vol. | illustrations en couleur | 32 x 17 cm,,,,Eluard,Paul,1895-1952,Livre jeunesse,1,2.0,0,2,"['D705 Peinture, arts graphiques']",['LPOM Poesie avant 1945'],,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Eluard, Paul']","Léger, Fernand",,,,
1109013,979-10-97365-00-4,,9791097365004,français,"America | 2 | Trump , la maison flanche | Texte imprimé | enquêtes & reportages | Salman Rushdie, Don Delillo, Chimamanda Ngozi Adichie et al.",,['America'],2017,1 vol. (194 p.) | illustrations en noir et blanc | 27 cm,America | l'Amérique comme vous ne l'avez jamais lue | 2,America,2,,,,Livre pour adulte,25,301.0,112,26,['D302 Politique'],['pas de code stat 2'],,,1.0,,,,,,1.0,2.0,,,1.0,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,,
1105819,9781444755657,,9781444755657,anglais,The Trespasser | Texte imprimé | Tana French,,['Hodder'],2017,1 vol. (469 p.) | 18 cm,,,,French,Tana,,Livre en langue étrangère,12,53.0,11,12,['LBRI Litterature britannique'],"[""LPOL Roman policier, roman d'espionnage""]",,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,1.0,,1.0,"['French, Tana']",,,,,
1105957,0-88995-161-6,,9780889951617,anglais,How Smudge Came | Texte imprimé | story by Nan Gregory | pictures by Ron Lightburn,,"['Red deer college press', 'Northern lights books for children']",cop. 1995,1 vol. (non paginé - [32] p.) | ill. en coul. | 23 cm,,,,Gregory,Nan,,Livre jeunesse,1,6.0,1,1,['LALB Albums'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Gregory, Nan']","Lightburn, Ron",,,,
341675,2-207-24532-2,,,français,Anges de la désolation | Texte imprimé | Jack Kerouac | trad. de l'anglais par Pierre Guglielmina,,['Denoël'],1998,1 vol. (522 p.) | 21 cm,,,,Kerouac,Jack,,Livre pour adulte,19,868.0,14,19,['LNAM Litterature nord-americaine'],['pas de code stat 2'],,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,1.0,,,,,1.0,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,,,"['Kerouac, Jack']",,,,,
565367,2-253-06319-3,,,français,Les Buddenbrook | Texte imprimé | le déclin d'une famille | roman | Thomas Mann | trad. de l'allemand par Geneviève Bianquis,,['Librairie générale française'],"1993, 2003",852 p. | couv. ill. en coul. | 17 cm,Le livre de poche | Biblio | 3192,,,Mann,Thomas,1875-1955,Livre pour adulte,21,694.0,62,22,['LGER Litterature germanique'],['pas de code stat 2'],1.0,,,,,1.0,1.0,,1.0,,,,2.0,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,"['Mann, Thomas']",,"Bianquis, Geneviève",,,
565607,,,828766227895,espagnol,"Black and white | Images animées | Bebo & Cigala live | Fernando Trueba, réal. | Bebo Valdés, p | Diego el cigala, chant [acc. instr.]",,"['[s.n.] [éd.]', 'BMG [distrib.]']",[DL 2004],"2 DVD vidéo monofaces simple couche toutes zones (1 h 20 min) | n. et b. (PAL), son.,  surround (Dolby)",,,,,,,DVD-vidéo tous publics,1,26.0,0,1,['CSPE Captation: autres spectacles'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,"Trueba;Valdés;Diego el cigala, Fernando;Bebo",,,
1075176,,,5035228116375,français,FIFA 17 | ressource électronique | developed by Electronic Arts,,['Electronic Arts'],cop. 2016,"1 disque optique numérique (Playstation 4) | coul., son. | 12 cm",,,,,,,Jeux Vidéos tous publics,1,161.0,117,3,['GSPO Jeux vidéos : Sport'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,['EA Sports'],,
1075408,978-2-09-256648-0,,9782092566480,français,Regarde dans l'herbe | Texte imprimé,,['Nathan'],DL 2016,1 vol. (non paginé [12] p.) | ill. en coul. | 23  cm,Petit Nathan,,,,,,Livre jeunesse,1,20.0,8,1,['LALB Albums'],['pas de code stat 2'],,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075438,978-2-07-058754-4,,9782070587544,français,Golden Valley | Texte imprimé | Gaël Aymon,,['Gallimard-Jeunesse'],2016,1 vol. (175 p.) | 20 cm,Scripto | 1635-6470,,,Aymon,Gaël,1973-....,Livre de section jeunesse > 12 ans,4,20.0,10,4,['LFRA Litterature francaise'],['AUTP Auteurs a partir de 1945'],,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,"['Aymon, Gaël']",,,,,
1075458,978-2-01-323691-1,,9782013236911,français,Londres | Texte imprimé,[Éd.] 2017,['Hachette'],DL 2016,1 vol. (378 p.-1 dépl.) | ill. en coul. | 20 cm,Le routard,,,,,,Livre pour adulte,4,113.0,51,6,"['D911 Guides de voyage, tourisme']",['pas de code stat 2'],,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
